Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Expected Attendance,Actual Attendance,Program Delivered,Format,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Location,Latitude,Longitude,GPS Coordinates
Mandatory Prog,8/13/19,Tuesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,21,Yes,IN-PERSON,In-Person,Pullman,0,0,21,0,0,0,,,General,,organization,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,General,,organization,Todd 302 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,General,,organization,CUE 318,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,General,,organization,CUE 318,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/15/19,Thursday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,33,Yes,IN-PERSON,In-Person,Pullman,0,0,33,0,0,0,,,General,,organization,CUE 318,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_9,,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,General,,organization,CUE 318,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,4/13/22,Wednesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Makeup,Facilitator_33,,14,Yes,IN-PERSON,In-Person,Pullman,0,0,14,0,0,0,,,Undergraduate,First-year students,,SGYM 111,46.732758,-117.163957,"46° 43' 57.9288'' N
117° 9' 50.2452'' W"
Mandatory Prog,8/18/21,Wednesday,10:15:00 AM,11:15:00 AM,1,Count on Cougs: WOW,Facilitator_33,40,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,Undergraduate,First-year students,,Todd 216,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/18/21,Wednesday,11:45:00 AM,12:45:00 PM,1,Count on Cougs: WOW,Facilitator_33,40,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Undergraduate,First-year students,,Todd 216,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/19/21,Thursday,10:15:00 AM,11:15:00 AM,1,Count on Cougs: WOW,Facilitator_33,40,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,Undergraduate,Greek Student,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/19/21,Thursday,11:45:00 AM,12:45:00 PM,1,Count on Cougs: WOW,Facilitator_33,40,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Undergraduate,First-year students,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/20/21,Friday,2:15:00 PM,3:15:00 PM,1,Count on Cougs: WOW,Facilitator_33,40,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,Undergraduate,First-year students,,Todd 204,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/21/21,Saturday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: WOW,Facilitator_33,40,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Undergraduate,First-year students,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/21/21,Saturday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: WOW,Facilitator_33,40,38,Yes,IN-PERSON,In-Person,Pullman,0,0,38,0,0,0,,,Undergraduate,First-year students,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/28/21,Saturday,1:00:00 PM,2:00:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/1/21,Wednesday,2:00:00 PM,3:00:00 PM,6,Count on Cougs: Fall,Facilitator_33,40,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,,,,,,,
Mandatory Prog,9/11/21,Saturday,2:30:00 PM,3:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/15/21,Wednesday,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,29,Yes,IN-PERSON,In-Person,Pullman,0,0,29,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/21/21,Tuesday,4:30:00 PM,5:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/24/21,Friday,11:30:00 AM,12:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,17,Yes,IN-PERSON,In-Person,Pullman,0,0,17,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/29/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/6/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,11,Yes,IN-PERSON,In-Person,Pullman,0,0,11,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/18/21,Monday,5:30:00 PM,6:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,0,no,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/25/21,Monday,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,0,no,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,11/1/21,Monday,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,22,Yes,IN-PERSON,In-Person,Pullman,0,0,22,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,11/8/21,Monday,4:00:00 PM,5:00:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,12/6/21,Monday,4:00:00 PM,5:00:00 PM,1,Count on Cougs: Fall,Facilitator_33,40,9,Yes,IN-PERSON,In-Person,Pullman,0,0,9,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,8/12/19,Monday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_34,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,General,,organization,Todd 413,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_34,,10,Yes,IN-PERSON,In-Person,Pullman,0,0,10,0,0,0,,,General,,organization,Todd 413,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_34,,36,Yes,IN-PERSON,In-Person,Pullman,0,0,36,0,0,0,,,General,,organization,Todd 413,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/20,Sunday,9:00:00 AM,10:00:00 AM,0,Count on Cougs,Facilitator_69,40,0,No,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/16/20,Sunday,10:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_69,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/22/20,Saturday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_69,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/16/19,Friday,1:00:00 PM,2:00:00 PM,1,Green Dot,Facilitator_35,,112,Yes,IN-PERSON,In-Person,Pullman,0,0,112,0,0,0,,,General,,organization,Todd 120,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mental Health,10/26/20,Monday,6:30:00 PM,9:30:00 PM,3,Mental Health First Aid,Facilitator_35,11,10,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,10,0,0,0,,,Undergraduates & Staff,Athletics Student,,,,,
Mental Health,10/28/20,Wednesday,6:30:00 PM,9:30:00 PM,3,Mental Health First Aid,Facilitator_35,11,10,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,10,0,0,0,,,Undergraduates & Staff,Athletics Student,,,,,
Mental Health,3/3/20,Tuesday,12:30:00 PM,5:00:00 PM,4,Mental Health First Aid,Facilitator_35,30,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,General ,,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,8/17/20,Monday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_35,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/18/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_35,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/21/20,Friday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_35,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/10/19,Saturday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_36,,68,Yes,IN-PERSON,In-Person,Pullman,0,0,68,0,0,0,,,General,,Fraternity PNM's,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/10/19,Saturday,4:15:00 PM,5:15:00 PM,1,Green Dot,Facilitator_36,,126,Yes,IN-PERSON,In-Person,Pullman,0,0,126,0,0,0,,,General,,Fraternity PNM's,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_36,,59,Yes,IN-PERSON,In-Person,Pullman,0,0,59,0,0,0,,,General,,Fraternity PNM's,CUE 202,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/11/19,Sunday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_36,,64,Yes,IN-PERSON,In-Person,Pullman,0,0,64,0,0,0,,,General,,Fraternity PNM's,CUE 202,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/11/19,Sunday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_36,,57,Yes,IN-PERSON,In-Person,Pullman,0,0,57,0,0,0,,,General,,organization,CUE 202,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/16/19,Friday,1:00:00 PM,2:00:00 PM,1,Green Dot,Facilitator_36,,89,Yes,IN-PERSON,In-Person,Pullman,0,0,89,0,0,0,,,General,,organization,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/20,Sunday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_36,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/16/20,Sunday,3:00:00 PM,4:00:00 PM,1,Count on Cougs,Facilitator_36,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/17/20,Monday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_36,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/12/19,Monday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_36,,40,Yes,IN-PERSON,In-Person,Pullman,0,0,40,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_36,,58,Yes,IN-PERSON,In-Person,Pullman,0,0,58,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_36,,69,Yes,IN-PERSON,In-Person,Pullman,0,0,69,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_36,,66,Yes,IN-PERSON,In-Person,Pullman,0,0,66,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_36,,52,Yes,IN-PERSON,In-Person,Pullman,0,0,52,0,0,0,,,General,,organization,CUE 419,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_36,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,General,,organization,CUE 419,46.729809,-117.161607,"46° 43' 47.3124'' N
117° 9' 41.7852'' W"
Mandatory Prog,8/15/19,Thursday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_36,,41,Yes,IN-PERSON,In-Person,Pullman,0,0,41,0,0,0,,,General,,organization,Todd 276 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/17/20,Monday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_70,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/17/20,Monday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_70,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/21/20,Friday,2:30:00 PM,3:30:00 PM,1,Count on Cougs,Facilitator_70,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Life Skills,11/10/22,Thursday,7:00:00 PM,8:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_37,,4,No,IN-PERSON,In-Person,Pullman,0,0,4,0,0,0,,,Undergraduate,Greek Student,,,,,
Life Skills,11/30/22,Wednesday,6:00:00 PM,7:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_37,,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Undergraduate,Greek Student,,,,,
Mandatory Prog,1/31/23,Tuesday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_37,,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Life Skills,3/7/23,Tuesday,5:00:00 PM,6:00:00 PM,1,Stress Management,Facilitator_37,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Undergraduate,Greek Student,,,,,
Mandatory Prog,4/20/23,Thursday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_37,,22,Yes,IN-PERSON,In-Person,Pullman,0,0,22,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,8/18/20,Tuesday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_71,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/21/20,Friday,2:15:00 PM,3:15:00 PM,1,Count on Cougs,Facilitator_71,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/15/19,Thursday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_38,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,General,,organization,CUE 207,46.729809,-117.161607,"46° 43' 47.3124'' N
117° 9' 41.7852'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_38,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,General,,organization,CUE 207,46.729809,-117.161607,"46° 43' 47.3124'' N
117° 9' 41.7852'' W"
Mandatory Prog,6/21/19,Friday,1:00:00 PM,1:25:00 PM,0,Safety on Campus,Facilitator_39,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/21/19,Friday,1:30:00 PM,1:55:00 PM,0,Safety on Campus,Facilitator_39,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/24/19,Monday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_39,,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/27/19,Thursday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_39,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/27/19,Thursday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_39,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/8/19,Monday,8:30:00 AM,8:55:00 AM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/8/19,Monday,9:00:00 AM,9:25:00 AM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,2:00:00 PM,2:25:00 PM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,2:30:00 PM,2:55:00 PM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/19/19,Friday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/19/19,Friday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_39,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,2:30:00 PM,2:55:00 PM,0,Safety on Campus,Facilitator_39,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/29/19,Monday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_39,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,8/11/19,Sunday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_39,,67,Yes,IN-PERSON,In-Person,Pullman,0,0,67,0,0,0,,,General,,Fraternity PNM's,CUE 203,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/11/19,Sunday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_39,,58,Yes,IN-PERSON,In-Person,Pullman,0,0,58,0,0,0,,,General,,organization,CUE 203,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/11/19,Monday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_39,,42,Yes,IN-PERSON,In-Person,Pullman,0,0,42,0,0,0,,,General,,Fraternity PNM's,CUE 203,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/12/19,Monday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_39,,46,Yes,IN-PERSON,In-Person,Pullman,0,0,46,0,0,0,,,General,,organization,Todd 320 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_39,,48,Yes,IN-PERSON,In-Person,Pullman,0,0,48,0,0,0,,,General,,organization,Todd 320 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_39,,56,Yes,IN-PERSON,In-Person,Pullman,0,0,56,0,0,0,,,General,,organization,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_39,,77,Yes,IN-PERSON,In-Person,Pullman,0,0,77,0,0,0,,,General,,organization,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,1/12/20,Sunday,10:00:00 AM,11:00:00 AM,1,Green Dot,Facilitator_39,15,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,,,,,,,
Mandatory Prog,10/8/20,Thursday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Makeup,Facilitator_39,40,29,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,10/13/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Makeup,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,10/20/20,Tuesday,4:30:00 PM,5:30:00 PM,1,Count on Cougs: Makeup,Facilitator_39,40,12,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/16/20,Sunday,10:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/18/20,Tuesday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/19/20,Wednesday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/20/20,Thursday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/21/20,Friday,1:00:00 PM,2:00:00 PM,1,Count on Cougs,Facilitator_39,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/11/19,Sunday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_40,,72,Yes,IN-PERSON,In-Person,Pullman,0,0,72,0,0,0,,,General,,Fraternity PNM's,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_40,,71,Yes,IN-PERSON,In-Person,Pullman,0,0,71,0,0,0,,,General,,Fraternity PNM's,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_40,,64,Yes,IN-PERSON,In-Person,Pullman,0,0,64,0,0,0,,,General,,organization,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
